id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4647760235597260,Kk2sDnu6o,6395287010,八命影视,#甘肃通报白银越野赛21死事故#甘肃白银马拉松致21人不幸遇难，死亡越野赛背后公司：150万中标首届赛事运营，员工仅有22人？#今日热门#L八命影视的微博视频,,,,"甘肃通报白银越野赛21死事故,今日热门",1,0,2,2021-06-13 22:50,微博视频号,,"http://f.video.weibocdn.com/MlzPYoMblx07NpB788LC010412002XGV0E010.mp4?label=mp4_ld&template=360x640.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&ori=0&ps=1BVp4ysnknHVZu&Expires=1624611994&ssig=WQ6oww%2B%2BLm&KID=unistore,video",
4647757278615272,Kk2nRA9e0,2509156821,哈达铺张靖琳,《甘肃白银越野赛通报调查结果：白银市委书记等27名公职人员被问责》此视频已有27万次播放O网页链接,,,,,0,0,0,2021-06-13 22:39,百度App,['http://ww1.sinaimg.cn/large/958eb1d5ly1grh0nsrpfsj20ic0aawfe.jpg'],,
4647757217010592,Kk2nLtpM4,6395287010,八命影视,#甘肃通报白银越野赛21死事故#官方通报白银市景泰县522公共安全责任事件：景泰县委原书记李作璧因已死亡不再给予处分#今日热门#L八命影视的微博视频,,,,"甘肃通报白银越野赛21死事故,今日热门",0,0,2,2021-06-13 22:38,微博视频号,,"http://f.video.weibocdn.com/dCtHLSeolx07Nq6MkcOc010412001in00E010.mp4?label=mp4_ld&template=360x640.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&ori=0&ps=1BVp4ysnknHVZu&Expires=1624611994&ssig=kFubd0fznv&KID=unistore,video",
4647752439177041,Kk2g3CvmN,1045249254,lijidongsh,『白银致21死越野赛调查结果公布：5人被批捕，27人被问责！』O白银致21死越野赛调查结果公布：5人被批捕，27人被问责！,,,,,0,0,0,2021-06-13 22:19,小米10S,,,
4647751373559550,Kk2eleW06,2435939794,让你逗我笑,#甘肃通报白银越野赛21死事故#21死越野赛问责27人，1官员死亡免处分。#今日热门#L让你逗我笑的微博视频,,,,"甘肃通报白银越野赛21死事故,今日热门",0,2,3,2021-06-13 22:15,微博视频号,,"http://f.video.weibocdn.com/xFU9Ypljlx07NpEjKzCE010412001fQt0E010.mp4?label=mp4_ld&template=360x640.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&ori=0&ps=1BVp4ysnknHVZu&Expires=1624611994&ssig=Hb5D2MHR3y&KID=unistore,video",
4647735141864335,Kk1Oa7OZV,1577492962,情系金城,如果不是白银越野赛重大安全事故，兰马今天已经开赛。说实话兰州国际马拉松在国内口碑还是非常不错的。兰州国际马拉松的组织方也相当给力，有过很多大型赛事的举办经验。我觉得不能因为白银越野赛的重大安全事故，取消兰州国际马拉松的举办。#兰州头条#今天早晨兰州滨河路马拉松路线上有很多跑者，有的跑半马有的跑全马，即使比赛延期，还是有很多人以自己的方式，跑一个心中的兰马。,,,,兰州头条,0,1,0,2021-06-13 21:11,HUAWEI Mate 20 X,"['http://ww2.sinaimg.cn/large/5e06a1e2ly1grgy488gydj20dw0afjs9.jpg', 'http://ww3.sinaimg.cn/large/5e06a1e2ly1grgy48g02mj20b407d0tz.jpg', 'http://ww1.sinaimg.cn/large/5e06a1e2ly1grgy48rpbvj20dw08wdio.jpg', 'http://ww1.sinaimg.cn/large/5e06a1e2ly1grgy49etsej20gm09mgml.jpg', 'http://ww4.sinaimg.cn/large/5e06a1e2ly1grgy49og6dj20k00qoq4z.jpg', 'http://ww4.sinaimg.cn/large/5e06a1e2ly1grgy49xs30j20dw08fwrd.jpg']",,
4647730243176296,Kk1GgdkiA,2319877413,笑趴了,#甘肃通报白银越野赛21死事故#甘肃越野赛遇难者家属获赔95万，因金额过低，多位家属拒签协议#今日热门#L笑趴了的微博视频,,,,"甘肃通报白银越野赛21死事故,今日热门",0,0,3,2021-06-13 20:51,微博视频号,,"http://f.video.weibocdn.com/UJVaLNdNlx07Np1vITl6010412001i8f0E010.mp4?label=mp4_ld&template=360x640.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&ori=0&ps=1BVp4ysnknHVZu&Expires=1624611994&ssig=zjdnqrkY6y&KID=unistore,video",
4647725905219817,Kk1zglTUB,7353740317,向阳1a,#甘肃山地马拉松16名参赛选手遇难#【#甘肃景泰一马拉松百公里越野赛已发现16人遇难#】记者从黄河石林山地马拉松百公里越野赛失联救援指挥部获悉，22日上午在甘肃省白银市景泰县黄河石林景区举行的黄河石林山地马拉松百公里越野赛遭遇极端天气，截至O23日3时，已发现16人遇难，还有5人失联正在救援中。　　据指挥部介绍，当天中午1点左右，百公里越野赛高海拔赛段20公里至31公里处，受突变极端天气影响，局地出现冰雹、冻雨、大风等灾害性天气，气温骤降，参赛人员出现身体不适、失温等情况，部分参赛人员失联，比赛停止。当地马上组织多方力量搜救失联人员。　　接到当地报告后，甘肃省委、省政府第一时间召开专题会议，立即启动应急预案，成立失联救援指挥部并组织救援力量700余人投入搜救。由于赛段内地形地貌复杂，夜间气温再度下降，搜救难度较大。截至O23日3时，151名参赛人员已经确认安全，其中轻伤5人在医院救治，情况稳定。16名参赛人员找到时已失去生命体征，另有5人仍在进一步搜救中。　　据介绍，该赛事由白银市委、市政府主办，景泰县承办，具体赛事运营由甘肃晟景体育文化发展有限公司负责，共计172人参与百公里越野赛。（记者郭刚、李杰、范培珅）辽宁省沈阳市铁西区贵和小学在2020年12月19号高级职称评定中，沈阳市文件要求公开公平公正！我要求公开参评老师的所有参评材料却遭到张校长的拒绝。拒绝的理由是：1.孙老师不同意公开。2.只公布分数，说是半公开。在我向上级投诉一周之后才让公开。参评的孙老师有一证书是辽宁省政府办公厅发的证书，当我问到取得证书的原因时，她拿出一份沈阳市委组织部的情况说明，说明里没有关于她的辽宁省政府办公厅的证书的内容。我有疑惑，问校长原因时，张校长说都是真的，孙老师就评上了高级。孙老师的辽宁省政府办公厅的证书与沈阳市委组织部的说明材料不匹配。投诉五个多月了，没有人管。O政策法规不容践踏,,,,"甘肃山地马拉松16名参赛选手遇难,甘肃景泰一马拉松百公里越野赛已发现16人遇难",0,0,0,2021-06-13 20:34,华为手机,,,
4647718788798230,Kk1nMAUOW,7360115160,日照金山666,5人被批捕，27名公职人员被追责#甘肃通报白银越野赛21死事故落实安全责任必须警钟长鸣#新闻姐##快手#@快手L新闻姐的快手视频,,,快手,甘肃通报白银越野赛21死事故 落实安全责任必须警钟长鸣 ,0,0,1,2021-06-13 20:06,微博视频号,,http://www.kuaishou.com/rest/kd/partner/weibo/linkcard/video?p=3xq669f5tdy4ftg&a=3x32rkp4g3de83u&f=3xrd3kq9e8uidic&kpn=KUAISHOU&subBiz=BROWSE_SLIDE_PHOTO&shareChannel=weibo&shareMethod=card&shareObjectId=5226427417109874850&shareResourceType=PHOTO_OTHER&shareToken=X4nvbx9GNTxC27H_A,
4647714137052204,Kk1ghtABe,1473261373,红尘中的那些事,发布了头条文章：《甘肃白银越野赛死22人，市委书记的仕途会受什么影响？》O甘肃白银越野赛死22人，市委书记的仕途会受什么影响？,http://t.cn/A6VdHNWT,,,,3,0,6,2021-06-13 19:47,微博 weibo.com,,,
