id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,转发数,评论数,点赞数,发布时间,发布工具,retweet_id
4648192279576594	,KkdHtEbjc,6227971038	,京媚媚,快讯#快讯#湖北十堰燃气爆炸导致25人遇难。。。。#仪式感满满的端午#L京媚媚的微博视频,,海口,,1,0,1,2021-06-15 03:27,快讯超话,	
4648192030801999	,KkdH53mDt,3853826268	,河谈月色,我在看：【视频|湖北十堰燃气爆炸已致25人死亡：现场搜救仍在继续】#跟新浪看热点#L湖北十堰燃气爆炸已致25人死亡：现场搜救仍在继续,,,,0,0,0,2021-06-15 03:26,新浪新闻客户端,	
4648191704957053	,KkdGykNyt,7293852153	,我在水里打麻将,#十堰燃气爆炸已致25人死亡#不要新增了愿安好🙏,,,,0,0,0,2021-06-15 03:25,荣耀20i,	
4648191162843226	,KkdFGbVEu,1910766741	,CallMe小花,十堰发生燃气爆炸事故真的不知道明天和意外哪一个先来。姨父和阿姨不幸遇难，高三班长把全班名字写成诗母亲烧伤严重在重症救护等待明日手术。突发的重大安全事故，一切都让人猝不及防，母亲一生坚强勤恳淳朴善良，是亲朋都会竖起大,,,,0,0,0,2021-06-15 03:23,三星GALAXY Note 4,	
4648082598267621	,KkaQzyGMJ,1663072851	,中国日报,【#十堰燃气爆炸已致25人死亡#】14日晚，湖北省人民政府新闻办公室召开新闻发布会，通报十堰市张湾区燃气爆炸事故救援处置进展。记者从会上获悉，在昨天搜救的12名遇难者基础上，13日18:30至14日凌晨1点半左右又搜救出6人，14日上午9点左右搜救出2人，中午12:30左右搜救出5人，均无生命体征。截至目前，本次事故已经造成25人死亡。目前现场搜救仍在继续。（记者周荔华刘坤）,,,,98,236,1233,2021-06-14 20:11,微博 weibo.com,	
4648191095996613	,KkdFzp9Zz,3867752045	,WYBDFCKY,回复@快乐的本营:你踏马先死到时候我烧纸告诉你怎么报道的//@快乐的本营:不知道该死的BBC会怎样报道十堰爆炸事件,,,快乐的本营,0,0,0,2021-06-15 03:22,iPhone客户端,4648082598267621	
4648076767134213	,KkaHatVVX,2803301701	,人民日报,【#十堰燃气爆炸已致25人死亡#】14日晚，湖北省人民政府新闻办公室召开新闻发布会，通报十堰市张湾区燃气爆炸事故救援处置进展。截至目前，本次事故已经造成25人死亡。目前现场搜救仍在继续。O网页链接,,,,5010,5655,79066,2021-06-14 19:48,微博 weibo.com,	
4648190635410028	,KkdEPmHow,1483966623	,老田de微博,每一次天灾人祸，都会造成公共财产或家庭财产的巨大损失。财产保险就成了公民单位和家庭的守护神：火灾，爆炸，自然灾害，水淹…救灾行为损失都可以得到及时赔付，减少损失，慰籍受灾单位和家庭。了解平安，保障单位和家庭平安。//@Vista看天下:#十堰燃气爆炸已致25人死亡#,,,Vista看天下,0,0,0,2021-06-15 03:21,HUAWEI Mate 10 Pro,4648076767134213	
4648183412031492	,Kkdtb8wu0,5621191936	,做梦都想和帅哥tla,#十堰燃气爆炸已致25人死亡#说真的，谁知道明天和意外哪个先来。且行且珍惜，好好活着，珍惜当下。,,,,0,0,0,2021-06-15 02:52,HUAWEI Mate 40 Pro,	
4648183231677130	,KkdsT72iu,6555848067	,壳震201402,湖北十堰发生的燃气爆炸事故我个人猜测是这样发生的，有可能是燃气管道因为某种原因泄露【泄露原因要么是有些施工队瞎挖导致泄露，要么是年久失修导致的泄露】，然后消防部门肯定接到报警之后派出消防力量抵达现场之后不久发生了爆炸【为啥说消防部门抵达现场后爆炸呢因为在很多现场爆炸照片看到一辆消防车上都是爆炸产生的建筑碎砖等】。不过说句不好听的，不知道别的城市怎么搞的反正就我们湖北宜昌而言城市内施工发生供水管被挖断和燃气管道被挖断是很常见的事情，以博主居住的区域附近一条大道为例子，这个大道在去年至今至少发生了2起燃气管道被挖断的情况【有一次我路过施工现场附近闻到很严重煤气味道，还是露天的】，真是神烦那些到处乱挖的施工队，这些施工队施工前就不看看地图给自己挖坟吗？,,,,0,0,1,2021-06-15 02:51,Samsung Galaxy S8+,	
4648183042409160	,KkdsAa6Jq,2580573533	,用户17Wking,我在看：【视频|湖北十堰燃气爆炸已致25人死亡：现场搜救仍在继续】#跟新浪看热点#L湖北十堰燃气爆炸已致25人死亡：现场搜救仍在继续,,,,0,0,0,2021-06-15 02:50,微博视频号,	
4648181704426215	,Kkdqqizsz,1656552630	,明行,#十堰燃气爆炸已致25人死亡#明天和意外不知道哪个先来🙏,,,,0,2,2,2021-06-15 02:45,nova7Pro你在焦点在,	
4648180929004396	,KkdpaBMsc,7597422242	,何如是一199304,"我在看：【#十堰燃气爆炸已致25人死亡#晚上给老妈打电话，突然觉得死亡人数不仅仅是一个数字，每个“1”是可能】#跟新浪看热点#O#十堰燃气爆炸已致25人死亡#
晚上给老妈打电话，突然觉得死亡人数不仅仅是一个数字，每个“1”是可能我们认识的、见过的邻里好友...
图一天津钙骨包夫妻俩均已遇难，记得弟弟最喜欢他家的牛肉包，每次带他去买，阿姨或者叔叔都说“姐姐回来啦，带你来买包子啦？”
图二全家福蛋糕是我从小吃到大的蛋糕",,,,0,0,0,2021-06-15 02:42,新浪新闻客户端,	
4648180211515716	,Kkdo16mj2,6516363942	,最爱美食的儒哥,"我在看：【#十堰燃气爆炸已致25人死亡#晚上给老妈打电话，突然觉得死亡人数不仅仅是一个数字，每个“1”是可能】#跟新浪看热点#O#十堰燃气爆炸已致25人死亡#
晚上给老妈打电话，突然觉得死亡人数不仅仅是一个数字，每个“1”是可能我们认识的、见过的邻里好友...
图一天津钙骨包夫妻俩均已遇难，记得弟弟最喜欢他家的牛肉包，每次带他去买，阿姨或者叔叔都说“姐姐回来啦，带你来买包子啦？”
图二全家福蛋糕是我从小吃到大的蛋糕",,,,0,0,0,2021-06-15 02:39,新浪新闻客户端,	
4648177489675069	,KkdjCEAVv,2883120352	,胡开心00,#十堰燃气爆炸已致25人死亡#希望人数别再上涨了🙏🙏🙏上个礼拜也是被煤气灶炸了一下，手臂上的毛瞬间烫没，烫红了，使用煤气什么的真的要小心啊，现在想想真是后怕,,,,0,0,2,2021-06-15 02:28,iPhone客户端,	
4648177393467959	,KkdjteyaP,5842072311	,Jubi哇哦,#十堰燃气爆炸已致25人死亡#想起之前在十堰实习租房看房子，一进厨房就闻到很浓的一股天然气味儿，问房东是不是天然气漏气了，她闻了之后非说没有，还说开窗透透气儿就没有了，我们搬进去之后一进厨房还是能闻到，于是给房东发消息说了这事，让安排人过来看看，她隔了好几天才让人过来看，以后租房可得注意了，尤其是老房子，最容易存在安全问题,,,,1,9,39,2021-06-15 02:28,iPhone客户端,	
4648177196073642	,Kkdj9pu1Y,6515534964	,咕言咕语咕咕叽叽,#十堰燃气爆炸已致25人死亡#对天然气这种东西也不是很了解，只能说希望可以边救援边排查后患。不管是否有二次爆炸，那都已经过去了，现在当务之急还是排查相近的天然气管道是否受到影响，是否处于正常状态。这片社区的管道爆炸是个例还是先发，在救援的同时也不要忘记检查一下这些呀🙏🙏🙏,,,,0,2,1,2021-06-15 02:27,iPhone客户端,	
4648177146003692	,Kkdj4pbPK,2761776793	,辉写过去,【开展燃气安全大排查大整治！广东启动全国全省“一盘棋”应急响应机制】6月13日6时30分许，湖北省十堰市张湾区艳湖社区集贸市场发生燃气爆炸事故。广东第一时间启动全国全省“一盘棋”应急响应机制，举一反三，严防类似事故发生。根据广东省安委办等多个部门联合印发的通知，各地将由城镇燃气主管部门牵头，联合应急管理、市场监管、交通运输、水利、商务、消防救援等相关部门，立即在全省范围开展一次燃气安全大排查大整治。,,,,0,0,1,2021-06-15 02:27,nova4e 3200W立体美颜,	
4648177112187305	,Kkdj19b17,3837103690	,celeste夏澄,#十堰燃气爆炸已致25人死亡#25个家庭啊好多人爆炸的时候还在睡觉,,,,0,0,0,2021-06-15 02:27,iPhone客户端,	
4648176131506281	,Kkdhr6jQR,2749909721	,牛牛与棚棚,#遇到爆炸如何做好防护减少伤害#【遇到爆炸如何做好防护？】#十堰发生燃气爆炸事故#爆炸一旦发生，常常会带来巨大的伤害。如果不幸遇到爆炸，是要原地观望还是赶紧逃离现场？戳视频，几条实用的应急技能关键时刻能保命！L国家应急广播的微博视频,,,,0,0,1,2021-06-15 02:23,科学科普 · 视频社区,	
4648175907897834	,Kkdh4x8Aq,6579963597	,鹿酱酱2001,tmd......想着就气死我了//@快乐的本营:不知道那该死的BBC会怎样报道十堰爆炸事件,,,快乐的本营,0,0,0,2021-06-15 02:22,微博国际版,4648082598267621	
4648156086405737	,KkcL6qSql,1781941345	,阿酸酸酸酸酸酸酸酸,只想念十堰41厂家楼下菜市场曾经的样子，疫情刚刚结束下楼时的照片。#十堰燃气爆炸已致25人死亡#,,十堰·艳湖小区,,14,16,92,2021-06-15 01:03,iPhone客户端,	
4648175480078362	,Kkdgo0knU,5574640815	,无琑畏惧你果哥,#十堰燃气爆炸已致25人死亡#搜了好多当地人的回忆，看得太难受了,,,,3,0,18,2021-06-15 02:20,iPhone客户端,4648156086405737	
4648175195390742	,KkdfVmCns,2143647267	,followme-_-99,#十堰燃气爆炸已致25人死亡#followme99这一条街都是做生意的商户，一个数字一个家庭。只有身在其中的人才能感同身受。就像我们身边的人离去，我们才能真的感觉到:这个人真的没了，以后都看不到了，这个世界在再也没有这个人了。当时离开时还没太大的落差，可是在往后的日子里，遇到一个场景想起某件事，逐渐感觉到这个人真的没了……这种悲伤是持续的漫长的，这种遗憾是永久的。。愿我们身边人都好好的！,,,,0,0,0,2021-06-15 02:19,,	
4648174293615250	,Kkdetfauu,2676782041	,领航舵之,《湖北十堰市张湾区燃气爆炸事故已致25人死亡》今天晚上，湖北省人民政府新闻办公室召开新闻发布会，通报十堰市张湾区燃气爆炸事故救援处置进展。截至目前，本次事故已经造成25人死亡。目前现场搜救仍在继续。O网页链接,,,,0,0,1,2021-06-15 02:16,百度App,	
4648173874971368	,KkddNkRhm,2676782041	,领航舵之,@人民网据说是事故发生前就有居民报警给上面，然后一大早就有一消防小队等人员来检查，然后太突然还没等查出问题就发生爆炸了唉，死亡翻倍了#十堰燃气爆炸已致25人死亡##十堰燃气爆炸现场事发前后对比##十堰天然气爆炸的背后#//@勤奋哥:一直憋着没敢问，昨天的第一时间现场照片可以看查看图片,,,"人民网,勤奋哥",0,1,10,2021-06-15 02:14,荣耀V20 4800万3D相机,4648076767134213	
4648172826132957	,Kkdc6pJsF,5557131684	,Ddd闷声不响_买三斤桃子,这次十堰燃气爆炸目前为止已经有25人死亡了啊！背后是25个家庭啊！太令人难过了，刚刚看到一博主发的从小经常在那买早餐的小店，蛋糕店，药房。都是身边一个个鲜活的生命啊！太令人难过了……深夜看到这，也只能感慨生命无常。却什么都做不了。唯一能做的就是祈祷伤亡人数不要再增加了！不要再增加了！,,,,0,0,0,2021-06-15 02:10,iPhone客户端,4648076767134213	
4648172439208139	,KkdbtCDsn,7609335430	,麻衣圣教在逃圣女,#十堰燃气爆炸已致25人死亡#每次看到这种事件都很痛心，都是一个个活生生的人啊，他们是谁的父母，谁的子女，谁的爱人，谁的亲朋好友。上次难受是那个报复社会的司机，这次是燃气爆炸。太惨烈了，以前也见过燃气煤气爆炸的新闻，怎么才能安全使用呢。痛心的同时也很害怕。,,,,0,0,0,2021-06-15 02:08,微博国际版,	
4648171928814196	,KkdaEAYYs,1896960904	,石狮公安,【湖北十堰燃气爆炸事故已致25人死亡】14日晚上，湖北省人民政府新闻办公室召开新闻发布会，通报十堰市张湾区燃气爆炸事故救援处置进展。截至目前，本次事故已经造成25人死亡。目前现场搜救仍在继续。（央视）O湖北十堰市张湾区燃气爆炸事故已致25人死亡,,,,0,0,0,2021-06-15 02:06,,	
4648170057892560	,Kkd7Dx7dm,5734411013	,盏廖胖攘lantegujR156,海信空调售后服务电话/(400热线)全国各点售后服务故障报修预约网点统一受理平台维修过的电器，力求做到每户回访。还配备多辆服务车辆随时待命，可实现市区全天候到户服。?◥海信空调售后服务电话也是非常完善的，当前人们生活中有着很广泛的使用，在品质方面有很好的保障制冷效果也是十分显著。清洗保养服务全国售后客服在线报修预约中心海信空调售后服务电话——〔全国官方24小时售后网点客服热线〕清洗保养服务三个说动漫@+++|@+++|@+++|?您遇到了什么问题广告营销内容侵权原网页失效内容不相关、陈旧其他问题或建议展开海信空调售后服务电话全国售后客服在线报修预约中心海信空调售后服务电话——-(2021)全国统一官方客服400电话清洗保养服务原帖百度动态分钟前琅銮转发您遇到了什么问题广告营销内容侵权原网页失效内容不相关、陈旧其他问题或建议展开?#十堰燃气爆炸现场事发前后对比#海信空调售后服务电话也是非常完善的，当前人们生活中有着很广泛的使用，空调在品质方面有很好的保障制冷效果也是十分显著。#白敬亭超话#海信空调售后服务电话——(全国统一网点)24小时客服热线清洗保养服务三个说动漫@+++|@+++|@+++|?您遇到了什么问题广告营销内容侵权原网页失效内容不相关、陈旧其他问题或建议展开全国售后客服在线报修预约中心海信空调售后服务电话——（24小时全国官方战略科技修理站）清洗保养服务原帖百度动态分钟前百度动态小时前海信空调售后服务电话#孙莉删评拉黑#/—〔24小时〕全国统一400客服中心报修客服中心电话海信空调售后服务电话江南百景图-(2021)全国统一官方客服400电话服务中心24小时售后服务热线电话号码必看!,,,,0,86,0,2021-06-15 01:59,微博 HTML5 版,	
4648169977938111	,Kkd7vxj43,3225377512	,成都生态环境,#遇到爆炸如何做好防护减少伤害#【遇到爆炸如何做好防护？】#十堰发生燃气爆炸事故#爆炸一旦发生，常常会带来巨大的伤害。如果不幸遇到爆炸，是要原地观望还是赶紧逃离现场？戳视频，几条实用的应急技能关键时刻能保命！L国家应急广播的微博视频,,,,2,0,0,2021-06-15 01:59,微博视频号,	
4648169420620630	,Kkd6C2Bsa,7342311095	,飞翔的德德仔,"我在看：【#十堰燃气爆炸已致25人死亡#晚上给老妈打电话，突然觉得死亡人数不仅仅是一个数字，每个“1”是可能】#跟新浪看热点#O#十堰燃气爆炸已致25人死亡#
晚上给老妈打电话，突然觉得死亡人数不仅仅是一个数字，每个“1”是可能我们认识的、见过的邻里好友...
图一天津钙骨包夫妻俩均已遇难，记得弟弟最喜欢他家的牛肉包，每次带他去买，阿姨或者叔叔都说“姐姐回来啦，带你来买包子啦？”
图二全家福蛋糕是我从小吃到大的蛋糕",,,,0,0,0,2021-06-15 01:56,新浪新闻客户端,	
4648169381824214	,Kkd6y7EyO,2482816377	,人民执法监督员,#打虎拍蝇#重磅，爆料！一，政法队伍教育整顿督导组，向#徐光文姓名权纠纷案#当事人调查天津市第二#中级人民法院驴唇不对马嘴的民事判决#案涉耿晓宁包颖#李玉安、张建岭等法官隐秘重要证据#的（2007）二中民四终字第50号民事枉法判决？二，#法治天津#程序违法的@天津二中院#百名法官睁眼说瞎话#数次审理#徐光文姓名权纠纷案#假冒徐光文签字指纹，公司没有签字及加盖法人代表印鉴的#党员干部李孝明伪造合同#纠纷案，行政审批的土地使用权出让合同效力未定，#李玉安、张建岭等法官隐秘重要证据#/程序违法的民事判决，伪造转让合同真实合法有效！三审判决程序违法不如赌场“出牌应有先有后”法官审理案件违反程序法，不如赌场规矩“不分上下家”？三，@津检三分院信奕刘倩等检察官竟枉法剥夺党和国家授权政府行政机关“审核批准“天津市国有土地使用权出让合同的权利！枉法剥夺当事人依法确认国有土地使用权出让合同效力的诉讼权利”对基本事实认定违反自然逻辑，让当事人感到了违背日常生活自然规律#雨向空中下↓河水向上流#的逻辑如下；①、关于人民检察院监督民事判决（暂行）规定符合抗诉监督民事判决，第七十八条(三)对基本事实的认定违反逻辑推理或者日常生活法则的;②、日常法则如下“党和国家赋予政府行政机关“审核批准国有土地使用权及出让和颁发土地使用权证前，必须提前和企业签订国有土地使用权出让合同”签订（上游合同）行政合同的权利”。③、日常生活法则“国家行政机关利用权利审核批准土地使用权出让合同（上游行政合同），企业才能与买房人签订转让土地使用权合同”，这是党和政府领导的人民，与其公认的日常生活和公民之间签订转让土地使用权转让合同（下游合同）的逻辑和常理”。④、丧尽司法公信力的@滨海新区法院#李玉安、张建岭等法官隐秘重要证据#（隐瞒证据，违反法官法，第四十六条（五）所做出的（2008）滨汉民初第1653号民事枉法判决“土地使用权转让合同真实合法有效，丧尽司法公信力？O为什么政府与凯乐电器厂签订的土地出让合同不受国法制约？#强哥案件播报##法律监督案件追踪##公众##聚焦##今日最佳##案件播报##强哥为冤假错案鸣不平##十堰爆炸事故已致11人死亡##法制中国##大检察官说##中国长安网##天津深入推进政法队伍教育整顿##爆料##法制天津司法腐败##死磕天津高院张勇副院长##纪检监察##政法队伍教育整顿##第一百零八次民告官##撤销行政违法登记到徐玉强名下房屋权属证#！L人民执法监督员的微博视频,,,"天津二中院,津检三分院,滨海新区法院",85,44,17,2021-06-15 01:56,微博视频号,	
4648168757919746	,Kkd5xxehQ,6340026081	,茂哥日记,西方反华势力长期极端造谣诋毁中国，没见王志安说一句；近年来日美势力无数次污蔑诋毁中国，中国网友只是奋起反抗，王志安却说这是“民族主义”，骂爱国网友“是一群粪蛆”。#十堰燃气爆炸已致25人死亡##十堰发生燃气爆炸事故#,,,,8,47,172,2021-06-15 01:54,360安全浏览器,	
4648168551352250	,Kkd5d5FMu,2470544165	,wangzibobo,《湖北十堰市张湾区燃气爆炸事故已致25人死亡》。O网页链接,,,,0,0,0,2021-06-15 01:53,百度App,	
4648168497872926	,Kkd57x26G,1277057263	,-落_尘-,#十堰燃气爆炸已致25人死亡#老旧小区是不是应该安排全面排查和换管道了，大部分老小区都有30年了。我们小区之前全楼统一换过上水管和暖气管，就已经是很大的工程，煤气管道倒是还没有换，我基本每年都会请燃气公司上门检查，但保不齐邻居怎么样，很多以前的那种燃气胶管都老化了，是我比较上心换成了不锈钢那种，可不知道邻居家里是不是还用着那种老化管呢,,,,0,0,0,2021-06-15 01:53,iPhone客户端,	
4648168363393602	,Kkd4UeePw,6189229409	,星星很怕黑,#十堰燃气爆炸已致25人死亡#唉，我端午假期刚发的微博说12个人没了，这就翻倍了，越来越多的家庭没了，他们可是辛勤靠双手生活的人，为什么老天爷要带走他们，多收拾着坏人吧！,,郑州·黄河科技学院,,0,1,5,2021-06-15 01:52,iPhone客户端,	
4648167277330755	,Kkd39uL3Z,7235808401	,NoAsh225,#十堰燃气爆炸已致25人死亡#愿逝者安息。真的令人心痛。,,,,0,0,0,2021-06-15 01:48,荣耀20i,	
4648167007847602	,Kkd2IwVwe,2270833405	,木棉ViVian7,【湖北十堰爆炸已致25死】据央视网消息：今天（14日）晚上，李振宁再打电话骚扰我就曝光了湖北省人民政府新闻办公室召开新闻发布会，通报十堰市张湾区燃气爆炸事故救援处置进展。截至目前，本次事故已经造成25人死亡。目前现场搜救仍在继续,,,,0,0,0,2021-06-15 01:47,荣耀6,	
4648166915834409	,Kkd2zotNn,5124311574	,MU-12,#十堰燃气爆炸已致25人死亡#所以为了保证燃气安全天然气报警器，烟雾报警器都安上了，安全第一,,苏州,,2,8,17,2021-06-15 01:46,Redmi K40,	
4648166592612218	,Kkd23aXyy,5541344824	,微博卫生健康,#都视频#【紧急救援！#国家卫健委已派专家组赴湖北十堰指导救治#】据国家卫健委官网消息，6月13日6时30分左右，湖北省十堰市张湾区艳湖市场发生一起燃气管道爆炸事故，造成重大人员伤亡。国家卫生健康委立即安排卫生应急办公室负责同志带领国家级医疗专家组于6月13日中午赶赴当地指导伤员医疗救治和心理救助。截至目前，事故已造成12人死亡、37人重伤，另有部分群众不同程度受伤。L北京日报都视频的微博视频,,,,0,0,0,2021-06-15 01:45,微博视频号,	
4648166555910788	,Kkd1ZoNFi,2696298573	,爱友--楼上用的秤,#十堰燃气爆炸已致25人死亡#不要再增加死亡人数了🙏🙏🙏,,,,0,0,2,2021-06-15 01:45,HUAWEI Mate 20 X,	
4648166474908196	,Kkd1RkAQs,6964584706	,NKqwerter,#十堰燃气爆炸已致25人死亡#,,,,0,0,0,2021-06-15 01:45,观网App,	
4648166421693671	,Kkd1M76Bh,6557096375	,杏色晓得nnc,#十堰燃气爆炸已致25人死亡#所以，增加的遇难人数都是搜救出来的，不是重伤不治的。那是否有成了碎片无法搜救到的呢，毕竟连楼都炸空了，可况人呢。应该统计汇报失联人数吧,,,,1,1,9,2021-06-15 01:44,,	
4647969842008469	,Kk7UI8quF,2281878665	,核武老人魏世杰,分享视频L核武老人魏世杰的微博视频,,,,207,126,578,2021-06-14 12:43,微博视频号,	
4648166114197898	,Kkd1hhC42,6020658951	,时光茫然,//@峥嵘岁月202001:人生如戏，全凭演技！#十堰天然气爆炸##南京煌太后##钱旺实业篇#@阿贵时评//@股灾亲历者钟小平:我这个老头都差点被这个黄毛小子骗了，可见欺骗性多大,,,"峥嵘岁月202001,阿贵时评,股灾亲历者钟小平",0,0,1,2021-06-15 01:43,Redmi Note 8 Pro四摄,4647969842008469	
4648166093489915	,Kkd1feDSX,5575943929	,相见是缘GanYinJu,"我在看：【#十堰燃气爆炸已致25人死亡#晚上给老妈打电话，突然觉得死亡人数不仅仅是一个数字，每个“1”是可能】#跟新浪看热点#O#十堰燃气爆炸已致25人死亡#
晚上给老妈打电话，突然觉得死亡人数不仅仅是一个数字，每个“1”是可能我们认识的、见过的邻里好友...
图一天津钙骨包夫妻俩均已遇难，记得弟弟最喜欢他家的牛肉包，每次带他去买，阿姨或者叔叔都说“姐姐回来啦，带你来买包子啦？”
图二全家福蛋糕是我从小吃到大的蛋糕",,,,0,0,0,2021-06-15 01:43,新浪新闻客户端,	
