id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,转发数,评论数,点赞数,发布时间,发布工具,retweet_id
4656769386941980	,KnOPwt7Vq,1402977920	,光明日报,#光明时评#【#一楼住户阻挠电梯加装怎么办#？】在多轮相互协商后意见不能达成一致的情况下，楼上业主不得已走上法庭——安徽合肥首例小区“电梯加装遇阻案”日前宣判，楼上7户业主胜诉，一楼两户业主于判决生效之日起停止对该栋楼电梯安装施工的阻挠、妨碍。对于这个案例，合肥市房产局老旧小区环境综合整治办公室官员表示：“我们鼓励业主通过友好协商达成共识，如果穷尽所有办法不足以解决问题的时候，只能通过诉讼维护大家合法权益。”城市改造的具体方案，肯定不会让所有人都满意。个别居民的利益与绝大多数人利益之间绝非不可调和。相关部门和社区还是要穷尽社区议事协商的各种手段与方法，尽量兼顾居民不同的合理诉求，尽可能通过精心的个性化设计，达到利益最大化、影响最小化。居民邻里在此过程中要共谋共商，尽量达成共识。这是一个过程，也是必要的城市生活的训练，在此过程中，要将更多的不退让的“立场式”谈判转化为利益妥协、让渡和补偿的磋商协商，最后在穷尽协商选项的情况下，才通过法律途径来解决“一楼反对”的梗阻问题。这也正是上述判例的示范意义所在。O光明网评论员：不能让“一楼不同意”成为电梯加装的梗阻,,,,67,95,484,2021-07-08 19:30,微博 weibo.com,	
4658264472291370	,KorIX9C5A,2759197611	,Genkikunn,回复@方也也也耶:什么时候加装电梯这个事情变成个买卖了？什么大开口，谁来评定这个大？拆迁还有谈不拢的时候呢，何况加装电梯根本就是白嫖加烂尾！电梯装好，楼上房子卖掉了，出问题了找谁？煤气管道开掘出问题找谁？十堰的爆炸到现在还不是不了了之？！让别人把房产、安全一股脑交给不知道谁能行吗？到底是谁有情绪？,,,方也也也耶,1,0,1,2021-07-12 22:30,iPhone XR,4656769386941980	
4658260571331822	,KorCF5At0,6852641904	,用户凉风吹,#腾讯新闻#力学Nerd王小胖：#上海居民楼爆燃你有感觉吗#【液化气钢瓶爆炸，威力不容小觑】今日凌晨，上海奉贤区某户居民家中发生爆炸，初步结论是家中的液化气钢瓶泄漏导致的爆炸，2死4伤。上个月十堰燃气爆炸才过去没多久，这次又炸了。不过，上次是燃气管道的泄漏，泄漏量非常大。这次是液化气钢瓶泄漏，容量毕竟有限。所以，两者的爆炸威力有着天壤之别。1、液化气钢瓶，对于一些人可能很陌生了。但是在一些老小区和农村，液O网页链接#来自@腾讯新闻,,,腾讯新闻,0,0,0,2021-07-12 22:15,腾讯新闻客户端,	
4658236257468762	,KoqZrvkXU,3087979880	,苏乡门第的king哥,#苏州一酒店倒塌10人失联#今年上半年是怎么了？突发事件太多了。十堰天然气爆炸、河南武校火灾……，人生无常，天佑每个人，平平安安。,,,,0,0,1,2021-07-12 20:38,HUAWEI Mate 30 Pro,	
4658225137323309	,KoqHvuJ7T,6505807944	,璇玑九爷,#苏州吴江一酒店倒塌#又发事故！先是湖北十堰市张湾区艳湖小区发生燃气爆炸致25人死亡，再是河南一武术馆火灾致18死亡，现在苏州吴江的酒店又塌了，虽然现在被困人数还不得知，但衷心祈祷“愿平安”。不得不感叹为什么就不能安安生生、踏踏实实的呢？？这么多安全生产事故的发生，绝对是对安全隐患的重视不到位导致的，希望相关部门能够严查，减少伤亡吧！,,,,0,7,4,2021-07-12 19:54,iPhone 12 Pro,	
4658223284754042	,KoqEwjWK6,3200249237	,法治新都,新都区司法局做好“三员”助力安全生产工作做好安全生产工作的法治宣传员安全生产法治宣传工作结合政法队伍教育整顿为民办实事和安全生产月重点部署，以深入学习贯彻习近平总书记关于湖北省十堰市集贸市场燃气爆炸事故的重要指示精神及《安全生产法》为重点，切实推进安全生产法治宣传进机关、进企业、进村社区、进学校活动11次，发放宣传物资5千余份，覆盖3万余人次。做好安全生产工作的法律服务员积极组织律师、基层法律服务工作者及村居法律顾问等力量，大力开展制度化、常态化村社区安全宣传教育培训，6-7月累计开展教育培训6次，切实提升基层法律服务人员安全生产知识和技能。开通安全生产方面的法律援助绿色通道，处理农民工工伤事故法律援助案件1件，积极化解安全生产矛盾纠纷。做好安全生产工作的执法监督员强化安全生产领域行政执法“三项制度”工作，积极开展安全生产领域现场执法活动监督检查，依法对管辖范围内的生产经营单位安全生产情况进行监督检查，完成应急管理行政执法证件审验17本，开展应急管理方面的重大行政处罚备案3件，指导有关案件办理4件。O网页链接,,,,0,0,0,2021-07-12 19:47,iPhone客户端,	
4647572041892179	,KjXz67Wf1,5833359023	,填鸭式教育受害者,十堰天然气爆炸。十堰41厂集贸市场煤气爆炸，编辑补充一下：目前最新消息是血库暂时已经够了。现在疫情还在，而且工作人员也比较忙，还没去的朋友们暂时先不用去了。如果后续再有最新消息可以再私信我，我再补上。感谢感谢🙏🙏O网页链接,,,,4418,950,7548,2021-06-13 10:23,填鸭说车超话,	
4658207262244906	,KoqeG9q0a,2734268245	,eeeevita木,//@菜刀曦曦:我的天，这又是怎么了？//@江南大野花://@快递员吴彦祖://@王天小天王:天啊//@北国佳人李春姬://@理性的白痴://@Edenms-:十堰41厂集贸市场煤气爆炸，血库告急，急需用血，请广大市民积极献血，献血地点：五堰献血屋，六堰献血屋，太和医院献血屋，张湾中商百货献血车，红卫献血车。,,,"菜刀曦曦,江南大野花,快递员吴彦祖,王天小天王,北国佳人李春姬,理性的白痴,Edenms-",0,0,0,2021-07-12 18:43,OnePlus 7T,4647572041892179	
4658190308346790	,KopNkz1nE,7472349689	,二汽增城分公司,结合观看《生命重于泰山——学习习近平总书记关于安全生产重要论述》电视专题片、学习新《安全生产法》、通传“6.13”湖北十堰燃气爆炸事故、车辆突发事故应急处置培训、近期事故违章通报分析、端午节安全行车注意事项和驾驶员遇袭防卫指引等专题开展网上安全学习培训2次，共778名驾驶员参加学习。@广州二汽,,,广州二汽,0,0,0,2021-07-12 17:36,微博 weibo.com,	
4658169806587915	,KopggrDOH,5079848396	,朗鑫安防,随着科技的不断发展，给我们生活带来了便利同时，天燃气事故一直频频发生，太多的事故给我沉重的教训，现在国家人民都越来越重视燃气安全，安装燃气报警器是非常有必要的.朗鑫智能科技推出智能燃气报警器产品LS-838-37配备机械手，可以在燃气泄漏后达到浓度值自动报警，同时配合机械手可以自动关闭阀门，更加有效的避免了燃气事故的发生.了解更多详细燃气报警器等产品请登录朗鑫官网www.longsin.cn#十堰燃气爆炸已致25人死亡##燃气报警器##智能家居#L朗鑫安防的微博视频,,,,1,1,1,2021-07-12 16:14,微博视频号,	
4647608658694599	,KjYw9AtRt,5083884756	,十堰发布,据指挥部最新消息，截至上午11时，前方现场救援指挥部搜救出144人，目前均在医院接受救治，其中重伤37人，死亡11人。事故发生后，湖北省委书记应勇第一时间作出批示，省委副书记、省长王忠林正赶往现场组织救援。,,,,403,170,1181,2021-06-13 12:48,小米11,	
4658131081103707	,KoofO4D7J,2504921743	,开心果小菁菁,//@资阳消防:#十堰爆炸事故已致11人死亡#当地消防指战员全力投入救援工作！救人第一！,,,资阳消防,0,0,0,2021-07-12 13:40,,4647608658694599	
4658088529102002	,Kon9aCbQu,2455447420	,定安消防大队,【消防知识搭载液化气瓶走进千家万户】为深刻吸取湖北十堰“6.13”燃气爆炸事故的教训，切实做好辖区易燃易爆场所消防安全宣传工作，确保辖区火灾形势持续稳定，近日，定安大队开展“消防安全进万家”系列主题消防宣传活动，将消防安全知识搭载液化气瓶走进千家万户。@海南消防,,,海南消防,0,0,0,2021-07-12 10:51,iPhone客户端,	
4657876184073594	,KohCGh5J8,7517682521	,我有一只小脚怎样飞也飞不高,金钱豹呢？杀人犯黑外教呢？十堰爆炸的伤员呢？白银马拉松的伤员呢？沉船事故的渔民呢？敦煌的林场呢？『货轮、大象、鲸鱼，它们现在怎么样了？』O货轮、大象、鲸鱼，它们现在怎么样了？,,,,0,0,0,2021-07-11 20:48,,	
4657861030053163	,Kohef0dPt,6996660405	,降落海里,//@菜刀曦曦:我的天，这又是怎么了？//@江南大野花://@快递员吴彦祖://@王天小天王:天啊//@北国佳人李春姬://@理性的白痴://@Edenms-:十堰41厂集贸市场煤气爆炸，血库告急，急需用血，请广大市民积极献血，献血地点：五堰献血屋，六堰献血屋，太和医院献血屋，张湾中商百货献血车，红卫献血车。,,,"菜刀曦曦,江南大野花,快递员吴彦祖,王天小天王,北国佳人李春姬,理性的白痴,Edenms-",0,0,0,2021-07-11 19:47,OnePlus 7T,4647572041892179	
4657773503319893	,KoeX4dVEF,5040212698	,聚青城,#青城新鲜事#【呼市治理燃气安全隐患，金属波纹管和自闭阀，享受补贴后居民自付30元/户】#燃气安全#@微博媒体人@微博视频号6.13湖北十堰燃气爆炸事故教训惨痛，各城市都要进行燃气安全隐患治理。经过排查，呼和浩特市必须完成以下三项工作：一、老旧燃气管网更新改造，二、建(构)筑物占压燃气管线专项整治，三、住宅小区居民用户燃气技防设施安装。请广大居民和燃气用户支持配合。一、呼市还有24公里灰口铸铁材质的老旧燃气管网，管材质量与防腐层都有不同程度的老化，易导致燃气管道因受到外界压力而发生断裂、裂纹，或因腐蚀而出现穿孔、锈蚀等问题，涉及城市道路30条，今年要改造完。二、呼市存在181处建（构）筑物违规占压燃气管线问题，要完成“查占压、拆违章、改线路、治隐患”整改重点，消除旧有、杜绝新增占压现象。三、尤其需要广大居民用户配合的是，金属波纹软管和燃气自闭阀等技防设施安装工作。以往我市发生的燃气事故中，大部分都是天然气用户燃气导管漏气导致。全市共有居民燃气用户93.5万户，安装金属波纹软管只有25万户，安装自闭阀6.5只有万户。所以要全面推进全市剩余68.5万户金属波纹管和87万户燃气管道自闭阀的安装工作，实现城区范围住宅小区居民用户燃气技防设施安装全覆盖。设备购置和安装费用为380元/户，为了尽量减轻居民负担，政府财政补贴160元/户，中燃公司承担190元\户，居民自费30元/户。为了大家共同的安全，请广大市民尽义务，多配合，保安全。@雷蒙帮忙@呼市燃气@呼和浩特市应急局L雷蒙帮忙的微博视频,,,"微博媒体人,微博视频号,雷蒙帮忙,呼市燃气,呼和浩特市应急局",2,0,4,2021-07-11 14:00,微博视频号,	
4657760275268495	,KoeBJm6zJ,7534017211	,18605877727不押车贷款办理公司,"新余渝水车辆抵押，#2021年-至今长期有效#“量子产品”?神奇功效?中消协:“伪科技”|为了深刻汲取湖北十堰燃气爆炸事故教训,落实安全责任,严格安全措施,消除安全隐患,切实保障人民群众生命和财产安全,衡阳市市政工程公司从6月17日持续...O网页链接",,,,0,0,0,2021-07-11 13:07,微博视频号,	
4657727362826332	,KodKEbRg0,3970657379	,Mr_涂先森,#十堰发生燃气爆炸事故#都说好人有好报！这次事故让我觉得人善被人欺！所以，永远不要原谅，故意而为之的伤害！他会用行动和演技告诉你，良心最不值钱！退一步早就不是海阔天空了，全是得寸进尺！,,十堰,,12,76,204,2021-07-11 10:56,iPhone XS Max,	
4647576374083912	,KjXG5h8py,1417206603	,胡江波在北京,#十堰小区发生严重燃气爆炸事故#，市民废墟中自发搜救伤者。6月13日早上，湖北十堰市张湾区艳湖小区发生燃气爆炸事故，爆炸造成多人受困。据现场视频显示，爆炸对建筑造成严重伤害，不少市民第一时间到现场搜救伤者。目前，十堰市委市政府正在组织救援，事故原因正在调查中。L胡江波在北京的微博视频,,,,51,35,55,2021-06-13 10:40,iPhone XS Max,	
4657724660389104	,KodGi1DdS,5819829769	,谋乱琦琦宝-,//@胡江波在北京:#湖北十堰爆炸事故已致11人死亡37人重伤#O13日早晨6时30分左右，湖北十堰一小区发生燃气爆炸事故。据指挥部最新消息，截至上午11时，前方现场救援指挥部搜救出144人，目前均在医院接受救治，其中重伤37人，死亡11人。（人民日报记者范昊天、吴君）,,,胡江波在北京,0,0,0,2021-07-11 10:45,坚果手机 3,4647576374083912	
4657723150438180	,KodDR1PZq,5732568756	,熙jss,//@胡江波在北京:#湖北十堰爆炸事故已致11人死亡37人重伤#O13日早晨6时30分左右，湖北十堰一小区发生燃气爆炸事故。据指挥部最新消息，截至上午11时，前方现场救援指挥部搜救出144人，目前均在医院接受救治，其中重伤37人，死亡11人。（人民日报记者范昊天、吴君）,,,胡江波在北京,0,0,0,2021-07-11 10:39,坚果手机 3,4647576374083912	
4657721876679029	,KodBNs1wh,5857551392	,兮兮兮兮妹儿3333,//@胡江波在北京:#湖北十堰爆炸事故已致11人死亡37人重伤#O13日早晨6时30分左右，湖北十堰一小区发生燃气爆炸事故。据指挥部最新消息，截至上午11时，前方现场救援指挥部搜救出144人，目前均在医院接受救治，其中重伤37人，死亡11人。（人民日报记者范昊天、吴君）,,,胡江波在北京,0,0,0,2021-07-11 10:34,坚果手机 3,4647576374083912	
4657719397844492	,KodxNwUI4,2948589031	,洛梨__-,//@胡江波在北京:#湖北十堰爆炸事故已致11人死亡37人重伤#O13日早晨6时30分左右，湖北十堰一小区发生燃气爆炸事故。据指挥部最新消息，截至上午11时，前方现场救援指挥部搜救出144人，目前均在医院接受救治，其中重伤37人，死亡11人。（人民日报记者范昊天、吴君）,,,胡江波在北京,0,0,0,2021-07-11 10:25,坚果手机 3,4647576374083912	
4657716876543744	,KodtJrskg,7479208462	,德德吉吉锦鲤,//@胡江波在北京:#湖北十堰爆炸事故已致11人死亡37人重伤#O13日早晨6时30分左右，湖北十堰一小区发生燃气爆炸事故。据指挥部最新消息，截至上午11时，前方现场救援指挥部搜救出144人，目前均在医院接受救治，其中重伤37人，死亡11人。（人民日报记者范昊天、吴君）,,,胡江波在北京,0,0,0,2021-07-11 10:15,iPhone客户端,4647576374083912	
4657712236856315	,KodmfsLDJ,5742673323	,雪糕宝贝贝贝贝,//@胡江波在北京:#湖北十堰爆炸事故已致11人死亡37人重伤#O13日早晨6时30分左右，湖北十堰一小区发生燃气爆炸事故。据指挥部最新消息，截至上午11时，前方现场救援指挥部搜救出144人，目前均在医院接受救治，其中重伤37人，死亡11人。（人民日报记者范昊天、吴君）,,,胡江波在北京,0,0,0,2021-07-11 09:56,iPhone客户端,4647576374083912	
4657711038598349	,KodkjA4P3,5620045737	,一只霸王兔兔兔几,//@胡江波在北京:#湖北十堰爆炸事故已致11人死亡37人重伤#O13日早晨6时30分左右，湖北十堰一小区发生燃气爆炸事故。据指挥部最新消息，截至上午11时，前方现场救援指挥部搜救出144人，目前均在医院接受救治，其中重伤37人，死亡11人。（人民日报记者范昊天、吴君）,,,胡江波在北京,0,0,0,2021-07-11 09:51,iPhone客户端,4647576374083912	
4657702523634513	,Kod6Affvb,2597432882	,海口消防,#精彩火焰蓝护航自贸港#【琼山大队扎实做好易燃易爆场所火灾防控工作】为深刻吸取湖北省十堰市“6.13”燃气爆炸事故教训，坚决遏制重特大事故发生，7月9日，琼山大队对旧州、谭文、云龙镇等偏远地区加油站进行消防安全检查，进一步加强加油站的火灾隐患防范意识，切实做好易燃易爆场所火灾防控工作，确保辖区火灾形势持续平稳。,,,,0,0,1,2021-07-11 09:18,iPhone客户端,	
