id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,转发数,评论数,点赞数,发布时间,发布工具,retweet_id
4650314235906803	,Kl6TZoMD1,7483506420	,售后电话400-967-8818,发布了头条文章：《北京三菱空调全国预约服务电话（全国统一24小时服务）客服热线中心》#十堰燃气爆炸已致25人死亡#O北京三菱空调全国预约服务电话（全国统一24小时服务）客服热线中心,http://t.cn/A6fzOD7d,,,0,0,0,2021-06-20 23:59,微博 weibo.com,	
4650311443285051	,Kl6PudMAH,7483506420	,售后电话400-967-8818,发布了头条文章：《南京三菱重工空调生活服务平台|全市24小时400客户服务热线中心》#十堰燃气爆炸已致25人死亡#O南京三菱重工空调生活服务平台|全市24小时400客户服务热线中心,http://t.cn/A6fz005Y,,,0,0,0,2021-06-20 23:48,微博 weibo.com,	
4650311174852842	,Kl6P3kmrE,7483506420	,售后电话400-967-8818,发布了头条文章：《南京三菱重工空调生活服务平台-三菱重工全国统一官方客服热线400》#十堰天然气爆炸的背后#O南京三菱重工空调生活服务平台-三菱重工全国统一官方客服热线400,http://t.cn/A6fz06EV,,,0,0,0,2021-06-20 23:47,微博 weibo.com,	
4650311157025358	,Kl6P1ttCe,6135396005	,angel27438,湖北：十堰燃气爆炸事故刑拘8名犯罪嫌疑人O网页链接,,,,0,0,0,2021-06-20 23:47,学习强国客户端,	
4650310347785632	,Kl6NIwFoI,7483506420	,售后电话400-967-8818,发布了头条文章：《大金空调维修售后官网生活服务平台（各点24小时）官方客服热线》#十堰燃气爆炸已致25人死亡#O大金空调维修售后官网生活服务平台（各点24小时）官方客服热线,http://t.cn/A6fzpDrm,,,0,0,0,2021-06-20 23:44,微博 weibo.com,	
4650310100583473	,Kl6Nk2rMR,7585734925	,维修电话400-967-8818,发布了头条文章：《南京三菱重工空调维修点生活服务平台〔24小时网点〕官方统一客服热线》#十堰通报燃气爆炸事故#O南京三菱重工空调维修点生活服务平台〔24小时网点〕官方统一客服热线,http://t.cn/A6fzpm1f,,,0,0,0,2021-06-20 23:43,微博 weibo.com,	
4650309202482103	,Kl6LSapHV,7585734925	,维修电话400-967-8818,发布了头条文章：《南京三菱重工中央空调维修服务中心生活服务平台》#十堰燃气爆炸8人被刑拘#O南京三菱重工中央空调维修服务中心生活服务平台,http://t.cn/A6fzpqQh,,,0,0,0,2021-06-20 23:39,微博 weibo.com,	
4650308297294987	,Kl6KpuBL5,3089228371	,万源司法,#十堰燃气爆炸已致25人死亡#【如何安全使用燃气？】燃气泄漏易引发爆炸事故，一旦发生将给家庭和邻居的生命及财产造成巨大损失。各类燃气爆炸风险加大，因此更应加强燃气安全使用意识。那么在家里如何判断燃气是否泄漏，发现泄漏后该如何处理呢？via.中华人民共和国应急管理部L中华人民共和国应急管理部的秒拍视频,,万源市,,0,0,1,2021-06-20 23:35,iPhone客户端,	
4650307194454901	,Kl6IDiGVf,2196899474	,武汉三镇旅游圈,【#湖北省煤矿停产检修20天#】6月17日从湖北煤矿安全监察局获悉，从6月15日至7月5日，湖北省已经复工复产的煤矿停止井下一切采掘活动，开展设备设施大检修，未复工复产的煤矿暂不开工整改，确保设备设施不带病运行。6月13日，十堰市张湾区燃气爆炸事故发生后，湖北煤监局连夜起草下发紧急通知，对煤矿安全生产工作进行再部署，督促地方明确煤矿日常监管责任主体，落实地方政府监管责任，严格落实包保责任，实施分类监管，坚决防范重特大事故。湖北省共有煤矿17家，生产能力171万吨/年。截至目前，正常生产煤矿7家，均在恩施州，从业人员约900人；长期停工停产煤矿10家。6月15日起，7家正常生产的煤矿全部停产检修，杜绝煤矿带病运行，至7月5日后恢复生产；未开工煤矿暂不批准开工。（湖北日报）,,,,1,0,0,2021-06-20 23:31,HarmonyOS设备,	
4650306731775068	,Kl6HT7rM8,7327042472	,用户7327042472,湖北：十堰燃气爆炸事故刑拘8名犯罪嫌疑人O网页链接,,,,0,0,0,2021-06-20 23:29,学习强国客户端,	
