node1,node2,time,父节点内容,子节点内容
1646082654	,7503911549	,2021-05-23 23:57,在日本比赛的时候，那更细致了：包括什么时段带登山杖，什么时段不能带，都有明确的规定；出站要带多少水，要带多少食品，他们要检查核算你所带补给品的卡路里。我当时跟一个朋友一块儿去跑的，他带了两个烧饼，这个肯定是可以补给热量的，但是没有精准的标识，检查的时候就说不行——你可以带着吃，但是这个不能计算在内，得拿出有卡路里标识的能量棒什么的来。后来我把我带的吃的，给了他一点儿，才凑足了要求的数值。他们考虑的不只是你顺利完赛所需，还有意外情况发生时，你有没有足够的能量可以等待救援。这种意外其实是会发生的，比如，2012年我就在比赛中摔倒了，那些强制装备就成了救命装备。你不带这么多就不行，我们还是要严格执行这些规定。我在参加“香港100”比赛的时候，天气原本很热，但也出现过下冻雨的情况，很多人在山上下不来。#甘肃山地马拉松事故21人遇难#O越野赛事公司负责人：参与者、组织者长期都漠视安全问题,//@骆明微博:太惨痛了。//@滑雪的江鱼儿:这次白银黄河石林百公里越野赛死伤惨重，确实源于组织方与参赛者对于可能的恶劣天气都没做好准备，组织方为保证参赛水平和完赛率的赛事补助安排，使得参赛者普遍不愿意退赛，想退时已经失温丧失自救能力，救援又跟不上，大大加剧伤亡。
1646082654	,1646082654	,2021-05-23 23:50,在日本比赛的时候，那更细致了：包括什么时段带登山杖，什么时段不能带，都有明确的规定；出站要带多少水，要带多少食品，他们要检查核算你所带补给品的卡路里。我当时跟一个朋友一块儿去跑的，他带了两个烧饼，这个肯定是可以补给热量的，但是没有精准的标识，检查的时候就说不行——你可以带着吃，但是这个不能计算在内，得拿出有卡路里标识的能量棒什么的来。后来我把我带的吃的，给了他一点儿，才凑足了要求的数值。他们考虑的不只是你顺利完赛所需，还有意外情况发生时，你有没有足够的能量可以等待救援。这种意外其实是会发生的，比如，2012年我就在比赛中摔倒了，那些强制装备就成了救命装备。你不带这么多就不行，我们还是要严格执行这些规定。我在参加“香港100”比赛的时候，天气原本很热，但也出现过下冻雨的情况，很多人在山上下不来。#甘肃山地马拉松事故21人遇难#O越野赛事公司负责人：参与者、组织者长期都漠视安全问题,太惨痛了。//@滑雪的江鱼儿:这次白银黄河石林百公里越野赛死伤惨重，确实源于组织方与参赛者对于可能的恶劣天气都没做好准备，组织方为保证参赛水平和完赛率的赛事补助安排，使得参赛者普遍不愿意退赛，想退时已经失温丧失自救能力，救援又跟不上，大大加剧伤亡。
1646082654	,1704336931	,2021-05-23 23:46,在日本比赛的时候，那更细致了：包括什么时段带登山杖，什么时段不能带，都有明确的规定；出站要带多少水，要带多少食品，他们要检查核算你所带补给品的卡路里。我当时跟一个朋友一块儿去跑的，他带了两个烧饼，这个肯定是可以补给热量的，但是没有精准的标识，检查的时候就说不行——你可以带着吃，但是这个不能计算在内，得拿出有卡路里标识的能量棒什么的来。后来我把我带的吃的，给了他一点儿，才凑足了要求的数值。他们考虑的不只是你顺利完赛所需，还有意外情况发生时，你有没有足够的能量可以等待救援。这种意外其实是会发生的，比如，2012年我就在比赛中摔倒了，那些强制装备就成了救命装备。你不带这么多就不行，我们还是要严格执行这些规定。我在参加“香港100”比赛的时候，天气原本很热，但也出现过下冻雨的情况，很多人在山上下不来。#甘肃山地马拉松事故21人遇难#O越野赛事公司负责人：参与者、组织者长期都漠视安全问题,这次白银黄河石林百公里越野赛死伤惨重，确实源于组织方与参赛者对于可能的恶劣天气都没做好准备，组织方为保证参赛水平和完赛率的赛事补助安排，使得参赛者普遍不愿意退赛，想退时已经失温丧失自救能力，救援又跟不上，大大加剧伤亡。
1646082654	,1936805923	,2021-05-24 16:53,在日本比赛的时候，那更细致了：包括什么时段带登山杖，什么时段不能带，都有明确的规定；出站要带多少水，要带多少食品，他们要检查核算你所带补给品的卡路里。我当时跟一个朋友一块儿去跑的，他带了两个烧饼，这个肯定是可以补给热量的，但是没有精准的标识，检查的时候就说不行——你可以带着吃，但是这个不能计算在内，得拿出有卡路里标识的能量棒什么的来。后来我把我带的吃的，给了他一点儿，才凑足了要求的数值。他们考虑的不只是你顺利完赛所需，还有意外情况发生时，你有没有足够的能量可以等待救援。这种意外其实是会发生的，比如，2012年我就在比赛中摔倒了，那些强制装备就成了救命装备。你不带这么多就不行，我们还是要严格执行这些规定。我在参加“香港100”比赛的时候，天气原本很热，但也出现过下冻雨的情况，很多人在山上下不来。#甘肃山地马拉松事故21人遇难#O越野赛事公司负责人：参与者、组织者长期都漠视安全问题,//@滑雪的江鱼儿:这次白银黄河石林百公里越野赛死伤惨重，确实源于组织方与参赛者对于可能的恶劣天气都没做好准备，组织方为保证参赛水平和完赛率的赛事补助安排，使得参赛者普遍不愿意退赛，想退时已经失温丧失自救能力，救援又跟不上，大大加剧伤亡。
1646082654	,5208829372	,2021-05-24 06:56,在日本比赛的时候，那更细致了：包括什么时段带登山杖，什么时段不能带，都有明确的规定；出站要带多少水，要带多少食品，他们要检查核算你所带补给品的卡路里。我当时跟一个朋友一块儿去跑的，他带了两个烧饼，这个肯定是可以补给热量的，但是没有精准的标识，检查的时候就说不行——你可以带着吃，但是这个不能计算在内，得拿出有卡路里标识的能量棒什么的来。后来我把我带的吃的，给了他一点儿，才凑足了要求的数值。他们考虑的不只是你顺利完赛所需，还有意外情况发生时，你有没有足够的能量可以等待救援。这种意外其实是会发生的，比如，2012年我就在比赛中摔倒了，那些强制装备就成了救命装备。你不带这么多就不行，我们还是要严格执行这些规定。我在参加“香港100”比赛的时候，天气原本很热，但也出现过下冻雨的情况，很多人在山上下不来。#甘肃山地马拉松事故21人遇难#O越野赛事公司负责人：参与者、组织者长期都漠视安全问题,//@骆明微博:太惨痛了。//@滑雪的江鱼儿:这次白银黄河石林百公里越野赛死伤惨重，确实源于组织方与参赛者对于可能的恶劣天气都没做好准备，组织方为保证参赛水平和完赛率的赛事补助安排，使得参赛者普遍不愿意退赛，想退时已经失温丧失自救能力，救援又跟不上，大大加剧伤亡。
1646082654	,2013869271	,2021-05-24 05:49,在日本比赛的时候，那更细致了：包括什么时段带登山杖，什么时段不能带，都有明确的规定；出站要带多少水，要带多少食品，他们要检查核算你所带补给品的卡路里。我当时跟一个朋友一块儿去跑的，他带了两个烧饼，这个肯定是可以补给热量的，但是没有精准的标识，检查的时候就说不行——你可以带着吃，但是这个不能计算在内，得拿出有卡路里标识的能量棒什么的来。后来我把我带的吃的，给了他一点儿，才凑足了要求的数值。他们考虑的不只是你顺利完赛所需，还有意外情况发生时，你有没有足够的能量可以等待救援。这种意外其实是会发生的，比如，2012年我就在比赛中摔倒了，那些强制装备就成了救命装备。你不带这么多就不行，我们还是要严格执行这些规定。我在参加“香港100”比赛的时候，天气原本很热，但也出现过下冻雨的情况，很多人在山上下不来。#甘肃山地马拉松事故21人遇难#O越野赛事公司负责人：参与者、组织者长期都漠视安全问题,//@骆明微博:太惨痛了。//@滑雪的江鱼儿:这次白银黄河石林百公里越野赛死伤惨重，确实源于组织方与参赛者对于可能的恶劣天气都没做好准备，组织方为保证参赛水平和完赛率的赛事补助安排，使得参赛者普遍不愿意退赛，想退时已经失温丧失自救能力，救援又跟不上，大大加剧伤亡。
1646082654	,6064423302	,2021-05-24 01:21,在日本比赛的时候，那更细致了：包括什么时段带登山杖，什么时段不能带，都有明确的规定；出站要带多少水，要带多少食品，他们要检查核算你所带补给品的卡路里。我当时跟一个朋友一块儿去跑的，他带了两个烧饼，这个肯定是可以补给热量的，但是没有精准的标识，检查的时候就说不行——你可以带着吃，但是这个不能计算在内，得拿出有卡路里标识的能量棒什么的来。后来我把我带的吃的，给了他一点儿，才凑足了要求的数值。他们考虑的不只是你顺利完赛所需，还有意外情况发生时，你有没有足够的能量可以等待救援。这种意外其实是会发生的，比如，2012年我就在比赛中摔倒了，那些强制装备就成了救命装备。你不带这么多就不行，我们还是要严格执行这些规定。我在参加“香港100”比赛的时候，天气原本很热，但也出现过下冻雨的情况，很多人在山上下不来。#甘肃山地马拉松事故21人遇难#O越野赛事公司负责人：参与者、组织者长期都漠视安全问题,//@骆明微博:太惨痛了。//@滑雪的江鱼儿:这次白银黄河石林百公里越野赛死伤惨重，确实源于组织方与参赛者对于可能的恶劣天气都没做好准备，组织方为保证参赛水平和完赛率的赛事补助安排，使得参赛者普遍不愿意退赛，想退时已经失温丧失自救能力，救援又跟不上，大大加剧伤亡。
1646082654	,1401399733	,2021-05-24 00:42,在日本比赛的时候，那更细致了：包括什么时段带登山杖，什么时段不能带，都有明确的规定；出站要带多少水，要带多少食品，他们要检查核算你所带补给品的卡路里。我当时跟一个朋友一块儿去跑的，他带了两个烧饼，这个肯定是可以补给热量的，但是没有精准的标识，检查的时候就说不行——你可以带着吃，但是这个不能计算在内，得拿出有卡路里标识的能量棒什么的来。后来我把我带的吃的，给了他一点儿，才凑足了要求的数值。他们考虑的不只是你顺利完赛所需，还有意外情况发生时，你有没有足够的能量可以等待救援。这种意外其实是会发生的，比如，2012年我就在比赛中摔倒了，那些强制装备就成了救命装备。你不带这么多就不行，我们还是要严格执行这些规定。我在参加“香港100”比赛的时候，天气原本很热，但也出现过下冻雨的情况，很多人在山上下不来。#甘肃山地马拉松事故21人遇难#O越野赛事公司负责人：参与者、组织者长期都漠视安全问题,//@骆明微博:太惨痛了。//@滑雪的江鱼儿:这次白银黄河石林百公里越野赛死伤惨重，确实源于组织方与参赛者对于可能的恶劣天气都没做好准备，组织方为保证参赛水平和完赛率的赛事补助安排，使得参赛者普遍不愿意退赛，想退时已经失温丧失自救能力，救援又跟不上，大大加剧伤亡。
1646082654	,5687139911	,2021-05-24 00:36,在日本比赛的时候，那更细致了：包括什么时段带登山杖，什么时段不能带，都有明确的规定；出站要带多少水，要带多少食品，他们要检查核算你所带补给品的卡路里。我当时跟一个朋友一块儿去跑的，他带了两个烧饼，这个肯定是可以补给热量的，但是没有精准的标识，检查的时候就说不行——你可以带着吃，但是这个不能计算在内，得拿出有卡路里标识的能量棒什么的来。后来我把我带的吃的，给了他一点儿，才凑足了要求的数值。他们考虑的不只是你顺利完赛所需，还有意外情况发生时，你有没有足够的能量可以等待救援。这种意外其实是会发生的，比如，2012年我就在比赛中摔倒了，那些强制装备就成了救命装备。你不带这么多就不行，我们还是要严格执行这些规定。我在参加“香港100”比赛的时候，天气原本很热，但也出现过下冻雨的情况，很多人在山上下不来。#甘肃山地马拉松事故21人遇难#O越野赛事公司负责人：参与者、组织者长期都漠视安全问题,//@滑雪的江鱼儿:这次白银黄河石林百公里越野赛死伤惨重，确实源于组织方与参赛者对于可能的恶劣天气都没做好准备，组织方为保证参赛水平和完赛率的赛事补助安排，使得参赛者普遍不愿意退赛，想退时已经失温丧失自救能力，救援又跟不上，大大加剧伤亡。
1646082654	,3952101020	,2021-05-24 00:34,在日本比赛的时候，那更细致了：包括什么时段带登山杖，什么时段不能带，都有明确的规定；出站要带多少水，要带多少食品，他们要检查核算你所带补给品的卡路里。我当时跟一个朋友一块儿去跑的，他带了两个烧饼，这个肯定是可以补给热量的，但是没有精准的标识，检查的时候就说不行——你可以带着吃，但是这个不能计算在内，得拿出有卡路里标识的能量棒什么的来。后来我把我带的吃的，给了他一点儿，才凑足了要求的数值。他们考虑的不只是你顺利完赛所需，还有意外情况发生时，你有没有足够的能量可以等待救援。这种意外其实是会发生的，比如，2012年我就在比赛中摔倒了，那些强制装备就成了救命装备。你不带这么多就不行，我们还是要严格执行这些规定。我在参加“香港100”比赛的时候，天气原本很热，但也出现过下冻雨的情况，很多人在山上下不来。#甘肃山地马拉松事故21人遇难#O越野赛事公司负责人：参与者、组织者长期都漠视安全问题,//@28lonesomestars://@滑雪的江鱼儿:这次白银黄河石林百公里越野赛死伤惨重，确实源于组织方与参赛者对于可能的恶劣天气都没做好准备，组织方为保证参赛水平和完赛率的赛事补助安排，使得参赛者普遍不愿意退赛，想退时已经失温丧失自救能力，救援又跟不上，大大加剧伤亡。
