id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4472288159881821,IukxNFsId,1497716150,胡淑芬芬,为防病毒，出门抢购双黄连，染上病毒。,,,,,13631,2805,71037,2020-02-15 17:47,微博国际版,['http://ww1.sinaimg.cn/large/594555b6gy1gbx8b7gflwj20u01nvqbt.jpg'],,
4472396930829529,Iunnf3tNv,6419301459,路人路人好路人,//@刘码露://@知识分子:强烈建议问责与“双黄连事件”相关的科研机构以及媒体，该事件对于防疫工作造成了严重的负面后果。,,,"刘码露,知识分子",,0,0,0,2020-02-16 00:59,Android,,,4472288159881821
4472396868180019,Iunn8yjZN,1741041901,夏荷青岚,//@谷大白话://@战争史研究WHS:估计郑州疾控部门也是一肚子气，不说“出门买药”，而是特地点明“买双黄连”,,,"谷大白话,战争史研究WHS",,0,0,0,2020-02-16 00:59,Android,,,4472288159881821
4472317558245092,IuljdyAVm,1887344341,观察者网,【郑州一#患者称确诊前仅买双黄连外出过#】2月14日，@郑州发布通报，郑州14日新增2例新冠肺炎确诊病例。其中一女子称，2月2日步行至药店购买双黄连，2月3日至2月12日未外出，2月13日身体不适乘私家车至医院就诊。1月31日有媒体发文称，有研究初步发现，双黄连可抑制#新型冠状病毒#。L新京报我们视频的秒拍视频,,,郑州发布,"患者称确诊前仅买双黄连外出过,新型冠状病毒",513,422,4897,2020-02-15 19:44,微博 weibo.com,,"http://miaopai.video.weibocdn.com/F2zEFQpxlx07AYwWnkHC010412005bw20E013.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1605576523&ssig=0mCXW%2BHTG5&KID=unistore,video",
4472396767105893,IunmYtOzb,6110527518,泡沫美人鱼很美吗,患者吃双黄连加重病情，患者买双黄连被感染人民日报不表示什么吗？,,,,,1,0,3,2020-02-16 00:59,Android,,,4472317558245092
4472322490786783,Iulrb3iG3,1621894121,急诊夜鹰,听人民日报说，双黄连能预防新冠病毒，于是大姐排队去买，结果真的遇到了新冠感染者这真是哑巴吃黄连,,,,,170,138,628,2020-02-15 20:03,nova 5i Pro,['http://ww3.sinaimg.cn/large/60ac23e9gy1gbxc7saqkwj20u00j8780.jpg'],,
4472396741870467,IunmW7QAP,1806344332,Blink_Dang,//@京虎子:因为排队买双黄连，买回去肯定吃了,,,京虎子,,0,0,0,2020-02-16 00:58,iPhone客户端,,,4472322490786783
4472396730040537,IunmV0axP,1794272682,胖就会不开心,//@谷大白话://@战争史研究WHS:估计郑州疾控部门也是一肚子气，不说“出门买药”，而是特地点明“买双黄连”,,,"谷大白话,战争史研究WHS",,0,0,0,2020-02-16 00:58,iPhone客户端,,,4472288159881821
4472311438382616,Iul9lzaHu,1640601392,新浪视频,【#女子外出购买双黄连11天后确诊#，药房工作人员：目前无症状，店里每天都消毒】2月14日，郑州新增2例确诊患者。其中一名44岁女性，2月1日未出门，2月2日步行至张仲景大药房(建设西路一店)购双黄连，2月3日至2月12日自述未外出，2月13日身体不适乘私家车至郑州市中心医院就诊，2月14日确诊。提醒大家，疫情期间尽量不要外出，以防不必要的感染。@一手VideoL一手video的秒拍视频,,,一手Video,女子外出购买双黄连11天后确诊,166,82,366,2020-02-15 19:20,微博 weibo.com,,"http://miaopai.video.weibocdn.com/CQMBmclKlx07AYAcfFnq010412003AkK0E013.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1605576523&ssig=ZByKcPq%2ByC&KID=unistore,video",
4472396709253233,IunmSCPbH,1858511502,青天锷,戏剧性//@闲卿君:？//@坷垃奇侠传:？？？//@郁闷假逍遥:？？？//@拓小仇:？？？,,,"闲卿君,坷垃奇侠传,郁闷假逍遥,拓小仇",,0,0,0,2020-02-16 00:58,HUAWEI Mate 20 Pro,,,4472311438382616
