id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4467685913862099,IsoOPgcHV,5645342726,银鱼Cosmos,现在这个郭嘉越来越魔幻了:因尸位素餐导致的封城与大范围延期开工接踵而至；医者一面要自制防护用品，一面还要进行救治；倾国之力进行的物资支援，都被某机构扣押；被世界承认的顶级病毒，官媒却宣称双黄连是治病良药。,,,,,0,0,0,2020-02-03 00:59,墨客,,,
4467685889223122,IsoOMCHm2,1906897010,吊龙匙柄匙仁三花趾五花趾,这个数据分析得挺对的，但是我觉得其中少考虑了现实因素，就是这十几天全国极其严厉的隔断措施这个重要举措限制了病毒在湖北省外的传播。就是说全国相继启动一级响应导致了A只能传给B，C很少。所以建立不起传播链条。这里面存在逻辑因果关系。不能把现实存在的这个巨大变量去掉了，然后说传播指数是2.2所以建立不起传播链条。但总的来说，湖北省外的的确不要恐慌，不要恐慌。要科学应对。响应国家号召。静待后面两天的数据。至于双黄连之类的，抢就抢吧，吃不死（很多人）。能吃死的属于人类要淘汰的基因。O网页链接,,,,,0,0,0,2020-02-03 00:59,iPhone客户端,,,
4467685834172085,IsoOHhvlH,1616739231,wgtjmjgmp6jgt,//@冰山-Shoot:结果还要被国家用双黄连骗倒霉//@北国佳人李春姬:伟大属于他们//@滚来滚去橙://@戴-戴戴戴戴戴://@一锅爆炸的玄哥://@YO子-Ziyo://@查查查儿:某些人阿中哥哥的背后//@原子CaoYuan://@小白的千万光年:人民群众与劳动者才是最可敬的人,,,"冰山-Shoot,北国佳人李春姬,滚来滚去橙,戴-戴戴戴戴戴,一锅爆炸的玄哥,YO子-Ziyo,查查查儿,原子CaoYuan,小白的千万光年",,0,0,0,2020-02-03 00:59,iPhone客户端,,,
4467685817130859,IsoOFtV3R,3632437473,钟玉薇,初一抢口罩初二抢米初三抢酒精初四抢护目镜初五抢紫外线灯初六抢手套初七抢双黄连口服液初八湖南发现禽流感初九成都发生5.1级地震希望可以到此为止希望明天早晨睁开眼睛一切都在慢慢变好🙏,,,,,0,0,1,2020-02-03 00:59,iPhone客户端,['http://ww1.sinaimg.cn/large/d88298e1ly1gbijqk7x5mj20m80bndgj.jpg'],,
4467685729642646,IsoOwEsuy,1809519153,一支小橘灯,#地方不得以任何名义截留调用医疗物资##山西缺物资#我就纳闷了怎么总有人冷嘲热讽的说，人民没口罩了，让领导捐，zf干啥的啥啥。我去，我就问一句所有这样说的“人民”，你们每个人真的捐口罩了？？？到处着急买还差不多吧是不是还抢双黄连了？？真的搞笑，好多物资捐赠也有政府统一调度吧，别的省多少物资捐重灾区，多少医护人员驰援，这不是政府统一安排组织的？？？仅针对垃圾营销号和部分跟风无脑冷嘲热讽的人,,,,"地方不得以任何名义截留调用医疗物资,山西缺物资",0,1,1,2020-02-03 00:59,nova5Pro人像超级夜景,,,
4467216268940665,IscBkBvSh,5611024309,海东网警巡查执法,#青海疫情防控阻击战##微博辟谣##网警辟谣#平安一对夫妻为促销水果散布谣言被处罚为全力做好防控工作确保全区人民群众度过一个安定祥和的新春佳节，平安区公安局认真贯彻落实上级的疫情工作要求，加大网络巡查力度，近日，查处一起网上散布谣言案件。1月29日，网安大队民警在网络巡查中发现有人在微信群中发布了一张图片，图片内容是CCTV13的截图，截图上有“国家卫生局发布多吃草莓对防止肺炎有重大效果”的字样后，在没有核实图片内容的真实性的情况下，将该图片发布在微信群中传播，造成不良的影响。经查，在平安经营水果店的王某（女，现年37岁，暂住平安区平安镇）于1月29日在其他微信群中发现了这条信息后转发到微信群“果XX家人群”中。1月30日，其丈夫刘某某（男、现年38岁，浙江省义乌市人，暂住平安区平安镇）又将此信息发布在微信群“果XX家人群”中。王某、刘某某对其散布谣言的违法行为供认不讳。目前，根据《中华人民共和国治安管理处罚法》第二十五条之规定，王某、刘某某被我局依法处以罚款500元、300元罚款的处罚。O【关注】平安一对夫妻为促销水果散布谣言被处罚,,,,"青海疫情防控阻击战,微博辟谣,网警辟谣",3,0,2,2020-02-01 17:53,微博 weibo.com,,,
4467685704063018,IsoOuh2Yy,1803783884,Queen-Ling,双黄连就没事了？//@微博辟谣:#微博辟谣#平安一对夫妻为促销水果散布谣言被处罚,,,微博辟谣,微博辟谣,0,0,0,2020-02-03 00:59,iPhone 8 Plus,,,4467216268940665
4467685700063049,IsoOu0goV,2156382661,小肉墩Amini,初一抢口罩，初二抢大米，初三抢酒精，初四抢护目镜，初五抢紫外线灯，初六抢手套，初七抢双黄连口服液，初八湖南发现禽流感，初九成都发生5.1级地震，希望可以到此为止，希望明天早晨睁开眼睛一切都在慢慢变好🙏🙏武汉加油，中国加油🙏🙏,,洛阳·洛阳涧西区,,,1,6,36,2020-02-03 00:58,iPhone客户端,"['http://ww4.sinaimg.cn/large/8087c9c5ly1gbijq49f6nj20ku112jul.jpg', 'http://ww2.sinaimg.cn/large/8087c9c5ly1gbijq60dclj20yi22o7wi.jpg']",,
4467274053965619,Ise6xgDDB,1895944731,姨太的吃瓜大会,“哀民生之多艰”,,,,,19591,3689,47575,2020-02-01 21:43,,"['http://ww4.sinaimg.cn/large/7101d21bly1gbh8fo636mj20u00d90v8.jpg', 'http://ww4.sinaimg.cn/large/7101d21bly1gbh8fnk5m4j20u007mq4a.jpg', 'http://ww3.sinaimg.cn/large/7101d21bly1gbh8fgrlduj20u00eqdi9.jpg', 'http://ww3.sinaimg.cn/large/7101d21bly1gbh8fh743rj20u00bt761.jpg', 'http://ww3.sinaimg.cn/large/7101d21bly1gbh8fhwa04j20u00j8n14.jpg', 'http://ww1.sinaimg.cn/large/7101d21bly1gbh8ficoa0j20u00dctan.jpg', 'http://ww3.sinaimg.cn/large/7101d21bly1gbh8fj5rajj20u00cgq53.jpg', 'http://ww3.sinaimg.cn/large/7101d21bly1gbh8fjs0fqj20u00guad2.jpg', 'http://ww2.sinaimg.cn/large/7101d21bly1gbh8fkau2aj20u00bcmyk.jpg']",,
4467685699847858,IsoOtFjSq,5491681746,陈上_chen,红十字双黄连只是觉得吵，但高铁上不戴口罩急哭的大妈草莓黄瓜卖不出去的农民真的让人伤心，为什么这么难啊，该怎么办呢//@无物之阵_:超市底下卖糖葫芦的还在坚持每天现串现卖我妈说他串个什么劲儿啊肯定没人敢买我说卖出去一串就有口饭吃总比跟家压着货干瞪眼强都不容易,,,无物之阵_,,3,0,1,2020-02-03 00:58,iPhone XS Max,,,4467274053965619
