id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4649005269909713,KkyQKFzY5,5649034529,南昌国资,【南昌燃气公司全力保障市民安全用气】#南昌国资##省会担当看南昌#为深刻汲取十堰市“6.13”燃气爆炸事故教训，严防各类安全生产事故发生，6月16日下午，南昌市副市长宋铀一行来到南昌燃气集团管网运行部视察安全保障工作。南昌燃气集团党委书记、董事长万锋等陪同。,,,,"南昌国资,省会担当看南昌",26,10,13,2021-06-17 09:18,微博 weibo.com,['http://ww4.sinaimg.cn/large/006aiLW9gy1grl016ynxrj30u00j0act.jpg'],,
4653934780613407,KmD5A2zzF,5747893384,追梦少年歪西酱,为深刻汲取十堰市“6.13”燃气爆炸事故教训，严防各类安全生产事故发生，6月16日下午，南昌市副市长宋铀一行来到南昌燃气集团管网运行部视察安全保障工作。南昌燃气集团党委书记、董事长万锋等陪同。,,,,,0,0,0,2021-06-30 23:46,微博 weibo.com,,,4649005269909713
4653922397983628,KmCLBxuUc,1960433983,威海日报,#威海身边事#【闫剑波主持召开市政府常务会议】6月30日，市委副书记、市长闫剑波主持召开市政府第104次常务会议，传达学习习近平总书记对湖北十堰市张湾区艳湖社区集贸市场燃气爆炸事故作出的重要指示和李克强总理批示，研究部署加强安全生产、抓好当前经济运行、落实湾长制等方面的工作。O闫剑波主持召开市政府常务会议,,,,威海身边事,0,0,2,2021-06-30 22:57,微博 weibo.com,,,
4653921534742382,KmCKdjTI2,1960433983,威海日报,#威海身边事#【闫剑波主持召开市政府常务会议】6月30日，市委副书记、市长闫剑波主持召开市政府第104次常务会议，传达学习习近平总书记对湖北十堰市张湾区艳湖社区集贸市场燃气爆炸事故作出的重要指示和李克强总理批示，研究部署加强安全生产、抓好当前经济运行、落实湾长制等方面的工作。O闫剑波主持召开市政府常务会议,,,,威海身边事,0,0,0,2021-06-30 22:53,微博 weibo.com,,,
4653921513511191,KmCKbeJq7,1960433983,威海日报,#威海身边事#【闫剑波主持召开市政府常务会议】6月30日，市委副书记、市长闫剑波主持召开市政府第104次常务会议，传达学习习近平总书记对湖北十堰市张湾区艳湖社区集贸市场燃气爆炸事故作出的重要指示和李克强总理批示，研究部署加强安全生产、抓好当前经济运行、落实湾长制等方面的工作。O闫剑波主持召开市政府常务会议,,,,威海身边事,0,0,0,2021-06-30 22:53,微博 weibo.com,,,
4653885547877370,KmBOax3gm,7621772027,保险师在线,预赔金额72.5万！保险业紧急应对湖北十堰燃气爆炸事故分享据新华社报道，6月13日6时40分许，湖北十堰市张湾区艳湖社区集贸市场发生燃气爆炸。截至目前，事故已造成12人死亡、37人重伤，另有部分群众不同程度受伤。目前，后续处置工作正有序进行，事故原因正在调查。据《中国银行保险报》获悉，经初步排查，此次事故涉及车险、企财险、家财险、人身意外险、中国燃气公众责任险等保险赔付工作。截至6月13日下午5点，十堰辖内保险机构共接到事故报案39起，其中人伤事故9起，财产损失案件30件，主动排查对接案件8起，预赔金额72.5万元。看到这里有没有发现，每次这种重大事故或灾害，保险公司的赔偿总是很及时很到位，都会开辟绿色理赔通道，甚至降低理赔标准。购买保险虽然不可能因此而防止意外事故的发生，也不可能给遭遇不测的人新的生命，但它可以通过保险公司的经济补偿，完成死者一些未尽的义务，留给家人一份长久的关爱，从而减轻家人所承受亲人逝去的心理和经济上的双重打击。●意外随时都会发生●各种意外、交通事故、突发疾病、自然灾害……各种各样的恶性事件，像魔鬼一样，出其不意地突袭着正常生活的人们。有时候我们会因为避讳，故意视而不见。生活中从没“侥幸”二字，说到底，你以为的侥幸，其实不过是还未发生的不幸而已，要知道，哪怕只有万分之一的概率，发生到每个人家庭就是百分之百的悲剧。根据统计局显示数据：在中国，每年非正常死亡人数超过320万，平均每天8767人死于意外事故，平均每分钟6个人。这组数据意味着什么？每个人在一年中死亡的概率，是千分之2.6。也就是你周围一千个人里，其中2.6个人就会在接下去的一年内意外死亡。车祸，溺水，坠楼，甚至是一个从天而降花瓶。明天与意外，永远不知道谁先来。说好的来日方长，最后多变成乍然离场。我们不得不承认，在这个充满变化的社会中，时代的每一次指针的摆动，对每个家庭来说，都能引发巨大的地震和海啸。所以，我们不得不思考，如果生命无常，我们该怎么办？●意外来临，没有保险一场空●对于每一个人来说，都应该买好保险，或早或晚都会被用上，不管意外或疾病，在“钱”这方面都不拖累家人。生活总是让我们遍体鳞伤，但生活中的苦却可以通过保险来减轻。意外发生在别人身上是故事，发生在自己身上，那就是事故。生命是脆弱的，在重大的意外事故面前，难以承受生命之重。令人欣慰的是，提前购买保险，虽然不能挽救生命。但保险理赔这笔钱，能够让遇难者家人获得较高的经济补偿，能够保障父母的养老，孩子的成长。对每个人来说，其实都应该考虑给自己配置一份意外险，因为它具有其它保险无法替代的作用，主要体现在以下三点：高杠杆：几百元就能获得上百万的身故保障，杠杆超级高，是其他任何保险都比不了的；伤残保障：如果发生意外伤残，可以根据伤残的等级获得不同比例的赔付，这也是其他保险都没有的功能；购买宽松：绝大多数意外险没有健康告知，无论是刚出生的孩子，还是70岁的老人，都有合适的意外险可以投保。常见的交通事故、游泳溺水、触电、烧伤烫伤、摔伤、高空坠物等都是满足意外定义的，都是可以通过意外险获得赔付。我们无法预测意外的到来，唯有防范风险，保险保的不单是你自己，更多的是你的家庭，当意外来临时，能给予你和家人最大经济上的帮助，不至于手足无措，人财两空。保险是唯一能够在风险来临的时候，把风险带给我们的损失降低到最低程度的金融工具，千万可别忽视了,,,,,0,0,0,2021-06-30 20:30,nova5Pro人像超级夜景,,,
4653874311071753,KmBw34uOl,3097688767,陕西发布,【陕西省人民政府办公厅关于进一步加强城市安全防范工作的通知】#陕西发布#各设区市人民政府，省人民政府各工作部门、各直属机构：为深入贯彻落实习近平总书记关于安全生产工作的重要批示指示精神，深刻汲取湖北十堰燃气爆炸事故教训，坚决防范和杜绝类似事故发生，经省政府同意，现就全面加强我省城市安全风险防范和隐患排查治理有关事项通知如下：O网页链接,,,,陕西发布,1,0,1,2021-06-30 19:46,微博 weibo.com,['http://ww3.sinaimg.cn/large/b8a2fabfly1gs0d2atvebj20r20b7ab4.jpg'],,
4649355266491561,KkHXgreKB,5964184998,安徽反邪教,【湖北#十堰燃气爆炸8人被刑拘#】据十堰发布：根据初步调查结果，十堰市公安机关对包括十堰东风中燃城市燃气发展有限公司总经理黄某在内的8名犯罪嫌疑人采取刑事拘留措施。初步调查显示，发生事故的天然气管道系十堰东风中燃城市燃气发展有限公司所有，该公司安全管理制度不健全，责任不落实，未严格执行燃气管道巡线检查制度，相关设备运行存在严重缺陷。目前，事故调查正在深入进行中，待调查完成后，将依法依纪对有关单位和个人严肃追究问责。6月13日，湖北省十堰市张湾区艳湖社区集贸市场发生燃气爆炸事故。,,,,十堰燃气爆炸8人被刑拘,81,70,56,2021-06-18 08:28,,['http://ww4.sinaimg.cn/large/006vD6Yely1grm46rk6xkj314k0sugnz.jpg'],,
4653854492986187,KmB05cwQj,6563508086,瑶海清韵,【湖北#十堰燃气爆炸8人被刑拘#】,,,,十堰燃气爆炸8人被刑拘,0,0,0,2021-06-30 18:27,微博 weibo.com,,,4649355266491561
4653845851931345,KmAM986qJ,2629019974,都江堰交通运输局,【严守安全生产红线，保障交通在建项目安全】6月29日，由都江堰市交通运输局副局长杜柳兵、党组成员郑恩军同志牵头，召集三绕、都四、M-TR项目相关业主单位、施工单位和监理单位，召开突发事件信息报送培训会及2021年交通在建项目安全生产专题会。会议传达了《中共成都市委办公厅成都市人民政府办公厅关于传达贯彻彭清华同志重要批示精神切实强化值班值守工作的通知》精神，严肃值班值守纪律，明确突发事件信息“事发后20分钟内口头报告、1小时内书面报告”要求，结合近期湖北十堰燃气爆炸事故、贵州危化品泄露事件和大邑县安全生产事故深刻教训，对我市当前交通在建项目安全生产提出要求：一是加强责任落实；二是加强安全管理；三是加强信访维稳；四是加强值班值守及突发事件信息报送。@成都交通运输@给力都江堰,,,"成都交通运输,给力都江堰",,0,0,0,2021-06-30 17:52,360安全浏览器,"['http://ww2.sinaimg.cn/large/9cb3a946gy1gs0fx3ywkkj21400u0h6e.jpg', 'http://ww4.sinaimg.cn/large/9cb3a946gy1gs0fx3ex1cj21400u0nkb.jpg']",,
